title,release_date,popularity,original_language,overview,genre_ids,adult,pathPoster
Black Crab,2022-03-18,13.708,sv,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.","[28, 53]",False,./posters/Black_Crab_2022.jpg
Cold Skin,2017-10-20,15.223,en,A young man who arrives at a remote island finds himself trapped in a battle for his life.,"[27, 14, 18]",False,./posters/Cold_Skin_2017.jpg
Something Borrowed,2011-05-05,15.888,en,"Though Rachel is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy. Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan, Rachel's confidant, harbors a potentially explosive secret of his own.","[35, 18, 10749]",False,./posters/Something_Borrowed_2011.jpg
From Paris with Love,2010-02-04,18.298,en,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.","[28, 80, 53]",False,./posters/From_Paris_with_Love_2010.jpg
True Story,2015-04-17,9.768,en,"A drama centered on the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.","[80, 18, 36]",False,./posters/True_Story_2015.jpg
Ride Along,2014-01-07,17.021,en,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","[28, 35]",False,./posters/Ride_Along_2014.jpg
Viva l'Italia,2012-10-25,6.157,it,"The story of a leading political man, suddenly telling “all the truth” after a serious illness and therefore overwhelming lifes of anyone surrounding him…",[35],False,./posters/Viva_l'Italia_2012.jpg
Nights in Rodanthe,2008-09-26,10.317,en,"Adrienne is trying to decide whether to stay in her unhappy marriage or not, and her life changes when Paul, a doctor who is travelling to reconcile with his estranged son, checks into an inn where she is staying.","[18, 10749]",False,./posters/Nights_in_Rodanthe_2008.jpg
Stigmata,1999-09-02,12.848,en,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.","[27, 53, 14]",False,./posters/Stigmata_1999.jpg
The Sisterhood of the Traveling Pants 2,2008-08-06,10.644,en,"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.","[12, 35, 18]",False,./posters/The_Sisterhood_of_the_Traveling_Pants_2_2008.jpg
Code 8,2019-12-06,23.144,en,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)","[878, 28, 80]",False,./posters/Code_8_2019.jpg
The Ritual,2017-10-11,36.161,en,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","[27, 53, 9648]",False,./posters/The_Ritual_2017.jpg
"Tad, the Lost Explorer",2012-08-10,18.067,es,"Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.","[16, 35, 12, 10751]",False,"./posters/Tad,_the_Lost_Explorer_2012.jpg"
Echelon Conspiracy,2009-02-27,11.563,en,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.","[28, 53]",False,./posters/Echelon_Conspiracy_2009.jpg
"Confess, Fletch",2022-09-16,13.117,en,"The roguishly charming and endlessly troublesome Fletch becomes the prime suspect in a murder case while searching for a stolen art collection. The only way to prove his innocence? Find out which of the long list of suspects is the culprit - from the eccentric art dealer and a missing playboy to a crazy neighbor and Fletch’s Italian girlfriend. Crime, in fact, has never been this disorganized.","[35, 9648, 80]",False,"./posters/Confess,_Fletch_2022.jpg"
Like a Boss,2020-01-09,9.206,en,"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.",[35],False,./posters/Like_a_Boss_2020.jpg
Power Rangers,2017-03-23,31.488,en,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.","[28, 12, 878]",False,./posters/Power_Rangers_2017.jpg
Megan Is Missing,2011-05-01,30.421,en,"Fourteen-year–old Megan and her best friend Amy spend a lot of time on the internet, posting videos of themselves and chatting with guys online. One night Megan chats with a guy named Josh who convinces her to meet him for a date. The next day, Megan is missing—forever. Based on actual cases of child abduction.","[18, 27, 53]",False,./posters/Megan_Is_Missing_2011.jpg
1492: Conquest of Paradise,1992-10-09,16.684,en,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,"[28, 12, 18, 36]",False,./posters/1492:_Conquest_of_Paradise_1992.jpg
Free Fire,2017-03-31,12.649,en,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.","[28, 80, 9648]",False,./posters/Free_Fire_2017.jpg
Confidence,2003-04-25,8.404,en,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.","[28, 35, 53, 80, 9648]",False,./posters/Confidence_2003.jpg
Hoffa,1992-12-25,8.942,en,"A portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro. The film follows Hoffa through his countless battles with the RTA and President Roosevelt.","[80, 36]",False,./posters/Hoffa_1992.jpg
Critters 2,1988-04-29,9.297,en,"Three bounty hunters from space fly back to the town of Grovers Bend, hoping to save local residents from a new batch of Critter eggs.","[35, 27, 878]",False,./posters/Critters_2_1988.jpg
The Time Machine,2002-03-04,25.201,en,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.","[878, 12, 28]",False,./posters/The_Time_Machine_2002.jpg
Time Trap,2018-06-22,21.096,en,A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,"[878, 12]",False,./posters/Time_Trap_2018.jpg
The Postman,1997-12-25,19.408,en,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.","[878, 12, 28]",False,./posters/The_Postman_1997.jpg
Copshop,2021-09-09,16.888,en,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.","[53, 80, 28]",False,./posters/Copshop_2021.jpg
